Datetime,NET MW,ECO O/L FG TEMP,AH O/L FG TEMP,AH I/L PA TEMP,AH O/L PA TEMP,AH I/L SECAIR TEMP,AH O/L SECAIR TEMP,ECO O/L FG ANALR 1 PRB O2 DNSTY 1 VLU,ECO O/L FG ANALR 1 PRB O2 DNSTY 2 VLU,ECO O/L FG ANALR 2 PRB O2 DNSTY 1 VLU,ECO O/L FG ANALR 2 PRB O2 DNSTY 2 VLU,ECO O/L FG PRS,AH O/L FG PRS,PAF A O/L AIR PRS,PAF B O/L AIR PRS,HPA PRS SETP BIAS PV,FDF A O/L AIR PRS,FDF B O/L AIR PRS,AH O/L SECAIR PRS,AH RTDRV CURR,B-SB STM FLW,B-SB STM TEMP,AH SOOTBLOWER HOT SIDE RETRACTED,AH SOOTBLOWER COLD SIDE RETRACTED,AH GDBRG TEMP,AH SPT BRG TEMP,AH SECAIR BYP CDPR CDRV POSN FDBK
4/1/2025 0:00,667.5687,352.1562,119.6625,44.7188,314.375,31.9937,328.2188,1.8187,2.6078,2.7531,2.4312,-1.3508,-3.9095,15.8886,15.7554,13.7149,3.5058,3.5719,1.696,28.3375,3.109,279.76,1,0,49.1062,32.4875,0
4/1/2025 0:30,665.0188,353.4062,120.0125,44.6375,315.1,31.9437,329.3125,1.9281,2.2875,2.5609,2.6156,-1.3499,-3.9085,15.5977,15.4677,13.5764,3.5124,3.5758,1.7038,28.3125,0.931,273.12,1,0,49.6875,32.45,0
4/1/2025 1:00,665.0188,353.4062,120.0875,44.625,314.775,31.8563,329,1.9969,2.7578,2.8641,2.7922,-1.3491,-3.9695,15.7131,15.6026,13.6155,3.6589,3.7232,1.799,28.3438,0.836,271.14,1,0,49.9,32.2812,0
4/1/2025 1:30,666.6125,354.3125,120.1,44.6062,315.1,31.8,329.4375,2.0078,2.4688,2.7578,2.7031,-1.3648,-4.027,15.8577,15.7635,13.7952,3.5876,3.655,1.7443,30.4813,0.875,265.86,1,0,42.1062,32.2625,0
4/1/2025 2:00,657.5813,353.875,120.175,44.5875,315.725,31.7188,329.7812,1.7109,2.4422,2.7,2.3438,-1.3788,-3.976,15.991,15.8626,13.8065,3.4266,3.4879,1.6209,29.375,0.835,260.28,1,1,46.3062,32.1812,0
4/1/2025 2:30,664.275,352.5,120.4625,44.4375,315.125,31.6,329.2188,1.7844,2.7859,3.0219,2.7687,-1.3845,-4.061,15.7424,15.6075,13.6718,3.6887,3.7556,1.7813,28.2375,9.013,276,1,1,48.1812,32.0938,0
4/1/2025 3:00,660.7688,353.4062,120.3125,44.2312,315.45,31.35,329.375,1.6016,2.425,2.9766,2.4875,-1.3884,-4.099,15.9942,15.8805,13.8181,3.6292,3.6953,1.7487,31.35,17.626,283.36,1,1,49.0312,31.9437,0
4/1/2025 3:30,655.775,353.6562,119.9375,44.5687,314.375,31.7938,328.5625,1.8375,2.6766,2.8906,2.6203,-1.3578,-4.0065,15.6335,15.4824,13.6356,3.5408,3.6069,1.7017,29.975,0.858,272.08,1,1,49.6375,31.8563,0
4/1/2025 4:00,587.775,343.375,118.775,44.4125,310.55,31.9562,322.2188,2.1406,3.2234,3.3172,2.8578,-1.1439,-3.454,14.7186,14.6179,12.8362,3.0661,3.1178,1.4503,29.5312,11.642,282.22,1,1,49.8812,31.8563,0
4/1/2025 4:30,538.6875,337.125,115.8625,44.25,304.25,32.0687,315.9688,2.3609,3.3078,3.3344,3.1344,-1.129,-3.197,14.4115,14.314,12.549,2.6011,2.6426,1.1672,29.9188,0.899,273.38,1,1,44.1562,31.8062,0
4/1/2025 5:00,540.0687,335.625,114.1,44.025,302.3,31.8438,314.3438,2.3781,3.425,3.4219,3.2359,-1.0905,-3.199,14.3806,14.2799,12.5278,2.7109,2.7472,1.2696,28.8125,0.759,264.38,1,1,47.4437,31.775,0
4/1/2025 5:30,659.175,347.5938,115.3125,44.225,306.625,31.6,322.5938,1.7219,2.4,2.7609,2.6703,-1.3429,-4.014,16.0576,15.9292,13.6804,3.5137,3.5798,1.6465,29.4062,3.105,279.44,1,0,48.875,31.75,0
4/1/2025 6:00,658.8562,353.2812,118.6125,44.0187,313,31.4375,328,1.7969,2.7391,3.0687,2.7594,-1.3355,-3.953,15.6839,15.536,13.5356,3.4804,3.5447,1.6798,28.9562,5.363,282.02,1,0,49.6125,31.7812,0
4/1/2025 6:30,564.9313,344.4375,118.175,43.9688,309.875,31.7938,322.1562,2.1312,3.0891,3.1844,3.2281,-1.1238,-3.2475,14.3822,14.2896,12.638,2.8377,2.8854,1.363,29.4188,0.814,282.34,1,0,41.9937,31.7188,0
4/1/2025 7:00,458.8937,332.2188,115.7125,43.5437,303.675,31.5875,313.3438,2.6359,4.2781,4.4203,4.1953,-0.9711,-2.5855,13.2009,13.105,11.8162,2.0782,2.1067,1.0067,29.375,0.848,291.54,1,0,46.1562,31.6375,3.8375
4/1/2025 7:30,515.525,322.875,115.9625,43.6875,295.575,31.7313,305.3438,2.1297,3.8625,4.0469,3.8359,-1.1518,-3.325,15.8643,15.731,13.493,2.8347,2.8881,1.4039,28.8937,3.784,280.4,1,0,47.8312,31.6187,0
4/1/2025 8:00,660.025,346.9688,115.575,44.3875,307.45,31.775,322.8125,1.5344,2.8312,2.6328,2.7141,-1.2812,-3.882,15.5051,15.3832,13.2388,3.4179,3.4822,1.6369,28.8563,0.866,274.82,1,1,48.6687,31.55,0
4/1/2025 8:30,656.7312,350.8438,118.5375,44.3375,311.625,31.7375,326.75,1.7094,2.6953,2.7953,2.7141,-1.3775,-3.984,15.406,15.2841,13.2221,3.4476,3.5146,1.5945,28.875,0.665,262.5,1,1,49.2875,31.3625,0
4/1/2025 9:00,649.4,349.8438,119.05,44.5312,311.525,31.9312,326.5312,1.8406,2.7766,2.8297,2.7031,-1.318,-3.9455,15.5181,15.3995,13.4,3.4358,3.5036,1.6273,29.4562,0.704,267.32,1,1,49.875,31.3187,0
4/1/2025 9:30,634.4187,350.2812,119.2,44.5,313.1,31.8563,326.9375,1.9219,3.0031,3.0687,3.0016,-1.3268,-3.793,14.8324,14.7284,13.0696,3.3002,3.3593,1.5238,29.5687,1.946,259.1,1,1,42.6625,31.3187,0
4/1/2025 10:00,428.9313,327.5,117.5125,43.775,304.175,32.025,311.5625,2.3906,3.7469,4.2203,4.3094,-0.8884,-2.375,12.7621,12.6581,11.7125,1.9584,1.9741,1.0399,29.2313,0.876,285.08,1,1,46.6625,31.2875,6.025
4/1/2025 10:30,389.4062,317.5312,112.5375,44.7625,293.5,32.1937,301.25,2.7828,4.5219,4.6297,4.0641,-0.6919,-2.14,13.7339,13.6542,12.3939,1.8906,1.9186,0.9883,29.85,11.034,300.54,1,1,48.35,31.15,27.6625
4/1/2025 11:00,390.6813,314.3125,111.9375,45.075,291.15,32.3937,297.25,2.6109,4.2844,4.5312,4.0984,-0.8862,-2.379,13.7111,13.6364,12.3643,1.7331,1.7619,0.8669,28.7938,0.821,285.9,1,1,49.0062,31.1125,50.5312
4/1/2025 11:30,394.6124,311.4062,115.1625,45.1062,291.15,32.4937,295.375,2.5812,4.4906,4.6562,3.9844,-0.8713,-2.371,13.7111,13.612,12.3633,1.7869,1.8171,0.9124,29.375,7.625,306.02,1,0,49.3062,31.0187,55.425
4/1/2025 12:00,393.2312,311.9375,115.7875,45.1125,291.825,32.5125,294.9062,2.6891,4.4328,4.4625,3.7266,-0.8639,-2.311,13.8281,13.7339,12.424,1.73,1.7571,0.9037,30.5187,2.946,304.82,1,0,49.5125,30.9562,57.1687
4/1/2025 12:30,396.6312,311.625,115.9875,45.1125,291.45,32.5312,294.625,2.7047,4.6094,4.9172,4.4406,-0.8507,-2.312,13.8005,13.7095,12.4363,1.8214,1.8499,0.9758,28.8875,0.852,298.3,1,0,49.5,30.95,57.4562
4/1/2025 13:00,532.7375,317.5938,116.35,44.2562,291.85,32.2313,300.5,2.2359,3.5562,3.6906,3.6422,-1.3031,-3.726,15.2776,15.1541,12.8974,3.0954,3.1584,1.4871,28.9062,2.679,292.12,1,0,49.2375,30.8687,23.5875
4/1/2025 13:30,659.6,345.7188,117.875,44.625,308.75,32.125,323.0312,1.9656,2.9531,3,2.6125,-1.2598,-3.872,15.4694,15.341,13.3444,3.5084,3.5723,1.6988,29.4188,3.54,281.04,1,0,48.8312,30.8375,0
4/1/2025 14:00,666.9313,349,118.9,44.6687,310.525,32.1063,325.375,1.6859,2.4109,2.6344,2.6391,-1.3018,-3.975,15.5441,15.4141,13.2869,3.6021,3.6708,1.75,28.2812,2.168,275.14,1,1,48.5062,30.6937,0
4/1/2025 14:30,659.3875,351.125,119.6375,44.475,312.6,32.0312,327.4062,1.6437,2.6703,2.6844,2.4578,-1.3071,-3.965,15.2874,15.1509,13.2012,3.5097,3.5714,1.6822,29.3125,16.615,277.38,1,1,48.2312,30.6375,0
4/1/2025 15:00,664.4875,351.875,120.475,44.9187,314.15,32.35,328.0312,1.8422,2.7203,2.8703,2.7937,-1.3263,-4.01,15.2971,15.1996,13.2327,3.6314,3.6996,1.7463,28.8875,5.911,282.04,1,1,48.1625,30.5875,0
4/1/2025 15:30,664.3812,350.0625,120.3,45.0187,313.275,32.3625,327.0312,1.7344,2.7188,2.9984,2.7437,-1.3364,-4.0015,15.146,15.0306,13.186,3.6029,3.6659,1.7069,28.7812,0.974,269.9,1,1,48.2,30.5812,0
4/1/2025 16:00,665.125,350.4375,120.275,45.075,313.6,32.45,327.3438,1.75,2.4578,2.6656,2.5219,-1.3714,-4.0315,15.0956,14.9851,13.1557,3.6077,3.6712,1.7187,29.3438,0.705,265.8,1,1,48.5375,30.5812,0
4/1/2025 16:30,662.7875,350.875,119.1125,44.875,312.625,32.2437,326.8438,1.6141,2.7453,2.5344,2.5859,-1.3753,-4.038,15.2078,15.0826,13.1145,3.6152,3.6821,1.706,29.45,0.752,257.46,1,1,48.8562,30.6,0
4/1/2025 17:00,664.1687,350.2812,118.7875,44.625,312.125,32.0062,326.4062,1.8781,2.6969,2.8047,2.7734,-1.2992,-3.9925,15.1265,15.0274,13.1975,3.7416,3.8081,1.7999,28.9,0.889,273.28,1,1,49.3187,30.55,0
4/1/2025 17:30,524.6625,336.25,116.0375,44.05,304.35,32.0062,315.75,2.4531,3.4219,3.4937,3.4625,-1.0411,-3.016,13.9549,13.8557,12.3465,2.6474,2.689,1.286,30.525,2.923,283.74,1,0,49.6437,30.525,0
4/1/2025 18:00,664.7,346.9375,115,44,307,31.5625,322.2188,1.6828,2.9062,2.8703,2.7594,-1.3044,-3.946,15.3702,15.2289,13.1738,3.6454,3.7136,1.7743,29.9188,3.154,281.38,1,0,49.9437,30.5438,0
4/1/2025 18:30,665.0188,350.2812,117.2,43.825,310.7,31.4437,325.9688,1.7047,2.6859,2.7141,2.7484,-1.311,-3.96,15.3767,15.2614,13.3008,3.6988,3.7626,1.8036,29.45,0.671,273.48,1,0,43.6562,30.4937,0
4/1/2025 19:00,665.2312,350.9375,117.45,43.8312,311.35,31.4312,326.7188,1.7031,2.95,2.9437,2.8516,-1.3342,-3.98,15.2386,15.1184,13.1351,3.6314,3.7057,1.7517,29.525,0.516,265.34,1,0,46.4937,30.5062,0
4/1/2025 19:30,664.5938,351.6562,118.1,44.0375,312.85,31.4375,327.2812,1.8922,2.75,2.9656,2.9688,-1.3552,-4.043,14.9981,14.8892,13.0446,3.7893,3.8523,1.829,28.9062,0.655,257.02,1,0,47.6062,30.425,0
4/1/2025 20:00,665.3375,353.5312,119.15,44.0562,314.025,31.55,328.4688,1.8531,2.4125,2.6141,2.7234,-1.3237,-3.982,15.2679,15.1476,13.2757,3.7193,3.7828,1.7944,29.2,0.841,277.22,1,1,48.2937,30.4375,0
4/1/2025 20:30,666.0813,353.0625,118.8,44.0312,314.075,31.4625,328.4062,1.85,2.2531,2.6062,2.5469,-1.3898,-4.076,15.0745,14.9575,13.1178,3.6953,3.7644,1.7443,29.4062,0.889,262.74,1,1,48.4625,30.4312,0
4/1/2025 21:00,665.55,352.875,118.6875,43.9187,313.975,31.3812,328.5625,1.8937,2.4266,2.7156,2.7812,-1.3604,-4.0615,15.0631,14.9656,13.1438,3.7495,3.8191,1.7857,27.9062,0.723,259.76,1,1,48.5562,30.325,0
4/1/2025 21:30,665.4437,352.1562,118.5625,43.6562,313.325,31.0625,327.875,1.9219,2.8703,2.8016,2.7078,-1.3534,-4.0625,15.2776,15.1704,13.2629,3.7167,3.7836,1.769,29.9813,0.747,277.24,1,1,48.6187,30.275,0
4/1/2025 22:00,664.0625,351.6875,118.4625,44,313.65,31.3687,327.875,1.7937,2.4953,2.5187,2.6234,-1.3316,-4.0125,15.1817,15.0729,13.1862,3.6423,3.7092,1.7528,29.7313,0.864,266.36,1,1,48.725,30.2062,0
4/1/2025 22:30,664.5938,353.3438,119.8875,44.3375,315,31.775,329.0625,1.6891,2.7281,2.7687,2.7562,-1.3574,-4.0665,15.172,15.0615,13.1449,3.7333,3.7968,1.7787,28.8875,0.919,283.94,1,1,48.8312,30.1688,0
4/1/2025 23:00,664.5938,354.2812,120.1375,44.2,315.475,31.6187,329.625,1.6656,2.7016,2.9078,2.75,-1.3097,-4.012,15.1769,15.0583,13.2766,3.7018,3.7762,1.7548,28.5062,2.468,283.9,1,1,49.025,30.175,0
4/1/2025 23:30,665.6562,353.3125,119.3,44.2188,314.6,31.625,329,1.8281,2.4,2.4703,2.6328,-1.3788,-4.0265,15.2175,15.094,13.267,3.6007,3.6703,1.7371,28.2812,2.949,284.24,1,0,49.3,30.25,0
4/2/2025 0:00,665.7625,352.5312,119.2875,44.15,315.025,31.625,329.0312,1.5047,2.5734,2.5703,2.4625,-1.3771,-4.008,15.3215,15.2126,13.2663,3.6318,3.6953,1.7196,28.825,3.737,286.66,1,0,49.6125,30.2875,0
4/2/2025 0:30,665.0188,352.375,119.2375,43.9688,314.75,31.5062,328.875,1.8109,2.7859,2.9891,2.5687,-1.3583,-3.961,15.1817,15.068,13.223,3.606,3.6756,1.6992,29.475,0.754,283.24,1,0,49.9375,30.2938,0
4/2/2025 1:00,665.7625,352.9375,118.55,43.925,314.7,31.4062,328.9688,1.6875,2.5984,2.6984,2.5906,-1.3832,-4.0115,15.1167,15.003,13.2104,3.6467,3.7101,1.7362,29.3812,0.754,269.16,1,0,43.3875,30.3937,0
4/2/2025 1:30,664.7,354.4688,119.3,43.5875,316.1,31.1125,330.2812,1.7156,2.6672,2.9062,2.6641,-1.3075,-3.9355,15.1362,15.0469,13.1678,3.6603,3.7232,1.7712,29.8937,0.817,279.24,1,0,46.9688,30.4312,0
4/2/2025 2:00,665.4437,353.9688,118.8125,43.3375,315.85,30.85,330.0938,1.6719,2.7266,2.9469,2.5297,-1.3447,-3.981,15.1639,15.081,13.2375,3.6738,3.7491,1.7612,29.3875,0.553,263.5,1,1,48.475,30.4062,0
4/2/2025 2:30,665.0188,354.75,119,43.4187,316.4,30.9375,330.5,1.6391,2.7219,2.8422,2.7312,-1.3508,-4.011,15.055,14.951,13.1782,3.6467,3.7114,1.7714,28.35,0.945,260.26,1,1,49.2375,30.425,0
4/2/2025 3:00,665.8688,354.8438,119.15,43.4,316.6,31.0375,330.75,1.4906,3.0953,2.7844,2.6094,-1.4116,-4.001,14.9364,14.8161,12.995,3.6069,3.6738,1.6839,29.6625,0.944,260.68,1,1,49.6687,30.5125,0
4/2/2025 3:30,665.4437,355.6562,120.875,43.7188,318,31.2313,331.875,1.6687,2.8703,2.8344,2.6766,-1.4374,-4.148,15.0485,14.9478,13.139,3.6283,3.6913,1.7194,29.4625,3.745,285.54,1,1,42.0125,30.5562,0
4/2/2025 4:00,665.55,354.3438,120.4,43.4375,317.225,30.9625,331.1562,2.15,2.5781,2.9187,2.5891,-1.4287,-4.15,14.9916,14.9087,13.0824,3.7407,3.8068,1.7983,29.3812,7.46,283.14,1,0,45.9312,30.5875,0
4/2/2025 4:30,665.125,353.0312,119.025,43.6187,315.925,31.1375,330.0938,1.7219,2.9781,3.1297,2.7734,-1.3701,-4.009,14.9217,14.8031,13.0258,3.6743,3.7464,1.7973,28.3312,2.951,280.46,1,0,48.425,30.5812,0
4/2/2025 5:00,665.0188,353.0938,119.225,43.4937,316.4,31.025,330.2188,1.9641,2.8172,2.9656,2.5203,-1.3224,-3.9695,15.1102,14.9981,13.1934,3.6874,3.7486,1.7653,29.375,3.118,278.32,1,0,49.6812,30.6375,0
4/2/2025 5:30,665.55,352.4688,119.1875,43.45,316.475,30.975,330.1562,1.5062,2.8203,2.6828,2.5969,-1.3587,-3.9985,14.9071,14.795,13.1045,3.6659,3.7333,1.804,29.9688,11.602,279.82,1,0,41.9812,30.7,0
4/2/2025 6:00,662.3625,351.0312,119.25,43.6062,315.475,31.0938,329.1875,1.5359,2.5922,2.7797,2.3578,-1.3184,-3.9615,14.9087,14.8307,13.005,3.5846,3.6541,1.7148,29.6,17.108,284.42,1,0,46.6312,30.6937,0
4/2/2025 6:30,453.9,333.3438,116.8,43.1125,307.075,31.3438,315.8438,2.9953,4.6984,4.6609,4.1094,-0.8661,-2.492,13.1781,13.0855,11.923,2.2865,2.3132,1.1974,29.9625,4.947,291.9,1,1,48.7812,30.7938,5.5
4/2/2025 7:00,408.5312,323.2812,112.7375,43.2812,296.55,30.975,304.9062,2.7281,4.4812,4.3203,4.0187,-0.8757,-2.356,13.8525,13.7875,12.5114,1.9212,1.9496,0.9443,29.625,6.008,297.62,1,1,49.8562,30.7938,26.9437
4/2/2025 7:30,409.1687,317.8438,112.6875,43.85,294.325,31.1937,300.5938,2.6406,4.4078,4.5156,3.9047,-0.9046,-2.4195,13.7972,13.703,12.3976,1.9247,1.947,1.0108,27.7375,5.306,299.96,1,1,42.9375,30.7938,55.1187
4/2/2025 8:00,446.0375,319.9375,117.125,43.3375,297.475,31.5187,304.1875,2.3875,3.9328,3.8703,4.0062,-0.9662,-2.7205,13.9451,13.8444,12.2609,2.1513,2.1846,1.1123,28.9062,0.801,307.66,1,1,46.6375,30.7125,36.45
4/2/2025 8:30,552.3938,343.2812,117.375,43.65,309.3,31.425,321.4062,2.325,3.2953,3.325,3.3031,-1.0651,-3.0065,13.6656,13.5746,12.1191,2.5227,2.5521,1.22,29.4188,0.641,293.3,1,1,47.975,30.7062,13.9
4/2/2025 9:00,428.825,324.375,116.375,43.7125,301.35,32.0312,308.6562,3.1875,5.0516,4.8297,4.6437,-0.9269,-2.529,13.664,13.5535,12.2485,1.9194,1.9426,0.9437,28.3937,2.973,294.34,1,0,48.8875,30.7,17.8187
4/2/2025 9:30,408.3187,321.1875,110.0875,44.7562,293.425,32.0812,301.9062,2.6125,4.4016,4.4625,4.0609,-0.8656,-2.3235,13.8769,13.807,12.6182,1.8949,1.9159,0.9373,29.9437,3.016,297.2,1,0,49.5437,30.725,49.2312
4/2/2025 10:00,310.3562,304.1875,122.975,44.9125,289.075,32.7875,287.6562,3.3891,5.2,5.2562,4.5797,-0.7593,-1.9375,13.1862,13.131,12.0282,1.5134,1.5357,0.8837,29.9813,0.869,260.92,1,0,49.8812,30.6187,58.9875
4/2/2025 10:30,335.75,296.5625,119.1625,45.3687,282.575,33.3187,281.2188,3.2875,5.5062,5.6906,4.9109,-0.7873,-2.141,13.4609,13.3845,12.0965,1.8228,1.8577,1.0316,29.3625,0.93,254.86,1,0,42.8812,30.7313,54.5562
4/2/2025 11:00,264.1375,296.3438,121.1875,45.4937,284.3,33.8,279.625,3.5312,5.4234,5.3031,4.6109,-0.6736,-1.6505,12.9067,12.8629,11.8672,1.2098,1.2334,0.7661,28.8563,0.842,253.84,1,0,46.875,30.8,67.75
4/2/2025 11:30,265.2,293.875,117.675,45.4875,280.275,33.7125,276.5,3.5516,5.6,5.6234,4.5984,-0.6547,-1.6805,12.8889,12.8158,11.8228,1.3082,1.331,0.8212,29.35,0.767,255.2,1,1,48.55,30.7562,70.8812
4/2/2025 12:00,265.625,291.5312,118.075,45.4,279.4,33.6063,275.1875,3.5062,5.4922,5.5984,4.8078,-0.6775,-1.7195,12.7459,12.6825,11.7156,1.2956,1.3187,0.8234,28.3125,0.756,253.12,1,1,49.5875,30.8625,73.6187
4/2/2025 12:30,298.35,289.9375,118.875,45.0625,278.9,33.2437,274.5938,3.5562,5.6656,5.4875,4.5156,-0.7536,-2.087,13.677,13.6039,12.2775,1.6206,1.6412,0.9732,29.65,0.799,248.38,1,1,42.7312,31.0625,68.0562
4/2/2025 13:00,410.0187,316.3438,110.65,45.2375,289.025,32.5562,294.9062,2.8375,4.7312,4.7453,4.4109,-0.9457,-2.591,14.1255,14.0491,12.6621,2.0712,2.0892,1.0629,28.725,0.829,289.22,1,1,45.3375,31.0875,56.4125
4/2/2025 13:30,409.1687,317.9062,115.85,45.1312,294.5,32.3937,299,2.4719,4.6078,4.4406,3.8781,-0.9037,-2.5115,13.9256,13.8476,12.5248,1.9553,1.9728,0.9848,29.5312,2.223,299.44,1,1,48.0187,31.0687,54.3062
4/2/2025 14:00,410.5499,317.75,115.425,45.3125,294.8,32.6125,300.0312,2.3703,4.275,4.4734,3.7516,-0.8757,-2.421,14.002,13.9272,12.5698,1.8796,1.8976,0.9435,28.8187,3.028,305.6,1,0,49.1687,31.2062,53.6625
4/2/2025 14:30,410.7625,317.5,115.3875,45.3687,294.725,32.7562,299.75,2.4187,4.2016,4.4297,3.8594,-0.9234,-2.429,13.95,13.8574,12.5507,1.8109,1.8337,0.9157,28.9062,2.883,308.04,1,0,49.8562,31.2875,52.7625
4/2/2025 15:00,409.5938,321.1562,115.225,45.4437,295.775,32.7,301.5625,2.6109,4.4781,4.3187,3.9484,-0.8525,-2.3735,13.8574,13.7696,12.5174,1.9457,1.9706,1.0167,28.3937,0.904,306.86,1,0,43.425,31.4375,51.6562
4/2/2025 15:30,410.5499,318.25,114.5875,45.3,294.3,32.6312,300.2812,2.35,4.4578,4.4297,3.9375,-0.8652,-2.394,13.8249,13.7452,12.4262,1.9146,1.9378,0.9807,29.4,0.785,300.06,1,0,47.3062,31.4813,52.9312
4/2/2025 16:00,410.8688,315.7812,115.65,45.05,294,32.4625,299.0938,2.5609,4.6812,4.5469,3.9891,-0.8612,-2.4335,13.9224,13.8476,12.6058,1.961,1.9842,1.0084,29.375,0.602,308.36,1,1,49.1312,31.6562,53.575
4/2/2025 16:30,411.6124,317.8125,116.2375,44.9375,294.8,32.2313,299.875,2.6891,4.5953,4.4609,4.0187,-0.9151,-2.5445,13.8931,13.8216,12.5285,2.0082,2.0341,1.0069,28.8375,0.851,310.84,1,1,49.9312,31.8062,53.0938
4/2/2025 17:00,410.5499,317.3438,115.4375,44.7687,294.85,32.0187,299.4688,2.5016,4.4484,4.3766,3.9844,-0.8083,-2.4205,13.6819,13.6022,12.3587,1.9693,1.9929,1.0248,29.8875,0.707,294.22,1,1,44.1375,31.8875,56.2875
4/2/2025 17:30,410.7625,317.2188,115.95,44.8125,295.025,32.1063,299.2812,2.3672,4.2109,4.4609,4.0953,-0.8451,-2.4855,13.9256,13.8314,12.5582,1.9798,2.0017,1.0126,29.9375,0.764,285.36,1,1,47.2188,31.8937,54.8937
4/2/2025 18:00,410.125,317.0312,115.7875,44.8812,294.875,32.1375,299.2812,2.3859,4.4172,4.6141,4.0219,-0.8634,-2.529,13.8476,13.781,12.4611,1.9492,1.9671,0.9726,29.4125,0.757,280.3,1,1,48.8875,32.0187,54.65
4/2/2025 18:30,410.0187,317.0625,115.75,44.9125,294.675,32.1812,299.2188,2.3875,4.4312,4.6609,4.1281,-0.9006,-2.554,13.7095,13.6348,12.3487,1.9973,2.0161,0.9982,29.3563,2.968,296.6,1,0,49.7,32.1312,54
4/2/2025 19:00,410.5499,318.625,115.65,44.7937,295.225,32.1,300.1562,2.4078,4.6234,4.7312,4.1,-0.8538,-2.4585,13.7209,13.6331,12.4047,1.9929,2.0122,1.0218,28.225,2.986,300.9,1,0,42.0625,32.1125,54.6375
4/2/2025 19:30,409.9125,319.875,115.775,44.8312,296.225,32.0625,301.1875,2.5531,4.45,4.4281,4.1875,-0.8341,-2.396,13.7225,13.625,12.3951,2.0222,2.0441,1.0955,28.2313,9.019,304.72,1,0,46.7312,32.2938,54.8312
4/2/2025 20:00,410.4437,318,115.575,44.6812,295.4,32.0187,300.25,2.3531,4.5766,4.6297,4.0766,-0.9334,-2.4925,13.4397,13.3569,12.2218,1.9527,1.9763,0.9988,29.45,3.848,304.44,1,0,48.7437,32.325,54.65
4/2/2025 20:30,609.2375,328.0312,115.95,44.2625,295.775,31.8625,308.25,1.8734,2.6766,2.7687,2.9875,-1.4934,-4.411,15.6335,15.5068,13.2341,3.8081,3.8803,1.8727,29.3687,5.251,298.42,1,0,49.725,32.5875,23.9312
4/2/2025 21:00,574.0687,343.5625,117.1125,44.0125,308.25,31.8625,321.0312,2.0875,3.0812,3.3375,2.8656,-1.1356,-3.244,13.625,13.5356,12.2174,2.8089,2.8342,1.3261,28.2812,17.089,288.1,1,1,42.8,32.6187,0
4/2/2025 21:30,436.7937,326.4375,113.2875,43.9688,298.3,32.05,307,2.7312,3.8641,4.0812,4.0437,-0.9544,-2.551,13.1391,13.027,11.8276,2.1312,2.1548,1.0784,31.0938,0.778,283.1,1,1,47.35,32.7875,10.1687
4/2/2025 22:00,412.8875,322.3125,114.425,44.3375,295.3,32.0625,302.7188,2.6422,4.5047,4.5625,4.1547,-0.9396,-2.5,13.7745,13.6884,12.4109,2.0323,2.0625,0.954,29.35,3.656,277.62,1,1,49.0938,32.9188,21.9812
4/2/2025 22:30,410.3375,318.9688,111.1875,44.6937,292.575,31.975,299.4688,2.4031,4.2906,4.4281,3.7891,-0.8766,-2.457,13.7778,13.6965,12.4315,1.968,1.9859,0.9962,29.025,0.813,283.58,1,1,47.925,32.95,49.3
4/2/2025 23:00,410.6562,319.0938,114.5875,44.7188,294.275,31.975,299.4375,2.4953,4.375,4.4281,4.325,-0.9151,-2.57,13.7192,13.6331,12.3733,2.0152,2.0406,1.0255,29.4125,0.797,275.54,1,1,45.1312,33.0687,55.1187
4/2/2025 23:30,410.975,319.7188,115.4875,44.6312,294.75,31.9688,300,2.7469,4.5344,4.4469,4.1922,-0.9094,-2.5355,13.807,13.7485,12.391,2.0139,2.0406,1.0303,27.7125,3.175,296.34,1,0,48.2188,33.1375,56
4/3/2025 0:00,411.6124,319.7188,115.7625,44.6562,295.425,31.95,300.125,2.6266,4.5406,4.4203,4.1453,-0.8949,-2.489,13.8883,13.8102,12.4987,1.9597,1.9855,1.0122,29.3438,2.976,300.42,1,0,49.525,33.1125,56.4312
4/3/2025 0:30,369.9625,314.625,119.8875,44.4,294.2,31.8812,295.0938,2.9734,4.8062,4.6219,4.1594,-0.8354,-2.2335,13.4706,13.4007,12.2219,1.7186,1.7418,0.9078,29.9875,0.729,297.04,1,0,41.8625,33.15,60.8937
4/3/2025 1:00,372.2999,310.875,117.525,44.4625,292.075,31.9,292.6562,2.7172,4.5828,4.6578,4.2203,-0.8293,-2.2995,13.599,13.5177,12.1843,1.7108,1.737,0.9028,29.3125,1.063,287.08,1,0,46.9125,33.2875,59.6437
4/3/2025 1:30,417.775,320.9375,114.25,44.4937,294.75,31.75,300.375,2.6547,4.5187,4.4297,4.1578,-0.8521,-2.5425,14.1775,14.1044,12.7784,2.0992,2.1233,1.0942,29.85,0.887,304.78,1,0,48.9187,33.3312,55.4062
4/3/2025 2:00,308.4437,307.2812,127.2125,44.6562,293.1,32.3625,288.8125,3.3047,5.3094,5.2359,4.5375,-0.7637,-2.002,13.079,13.0156,11.9628,1.4714,1.4854,0.8286,28.85,1.043,252.12,1,1,49.65,33.4125,61.8687
